mean,std,max,min,rms,kurtosis,skew,freq_mean,freq_max,freq_std,file_name
-0.09286718139648437,0.08008967503344423,0.701,-0.784,0.12263225280280159,1.128570649547675,0.0018434718748004536,24.96008454553916,15215.359,42.90605759656248,2003.10.22.12.06.24
-0.09281786499023437,0.0792815567835778,0.581,-0.654,0.12206851071170259,1.077328861156798,-0.035648874574147824,24.6223987310148,15207.278999999999,42.837736398307975,2003.10.22.12.09.13
-0.09486425170898438,0.07944566681679964,0.549,-0.623,0.12373698003536164,0.9919735663069438,-0.00023991685524770418,24.599415681609788,15542.559,43.62793613183381,2003.10.22.12.14.13
-0.094414306640625,0.0802059337091463,0.535,-0.684,0.12388322364463211,0.9520500576805846,-0.02038287732129649,25.11568088569579,15468.84,43.40119530206391,2003.10.22.12.19.13
-0.09437171020507812,0.0798541974832467,0.471,-0.725,0.12362326861365788,0.8982037671207976,-0.020408749535539873,24.944963565091633,15461.861,43.378202080494894,2003.10.22.12.24.13
-0.09554075317382812,0.08029380519780879,0.703,-0.701,0.1248003632613544,0.9607999246415084,0.027502526069518377,25.04963872617006,15653.397,43.867356983164164,2003.10.22.12.29.13
-0.08471989135742188,0.08405103524478814,0.439,-0.667,0.11934000384336337,0.49545748560750713,-0.06967576135651544,24.836270844791535,13880.507000000001,41.431569044922234,2003.10.22.12.34.13
-0.0950694580078125,0.07940118422570613,0.623,-0.613,0.12386585446499672,1.0414869371758284,0.0035847017480728958,24.704002390300236,15576.18,43.6287566852419,2003.10.22.12.39.13
-0.09009951782226562,0.08017483635488837,0.579,-0.696,0.12060649856594748,0.8037974383095339,-0.06727613542850253,24.657685882642465,14761.905,42.133161380472444,2003.10.22.12.44.13
-0.09221981201171875,0.07984472417497565,0.479,-0.657,0.12198226799848692,0.9128978722601166,-0.019202939347132846,24.931431389228393,15109.293999999998,42.61818237424253,2003.10.22.12.49.13
-0.09702650756835937,0.07946659177438964,0.391,-0.664,0.1254156384951669,0.7051638933348152,0.01446433527169687,24.718158981277742,15896.823,44.340336868096514,2003.10.22.12.54.13
-0.09224813232421876,0.0800932248122051,0.437,-0.64,0.12216645438959502,0.8258641528968713,-0.03475441042097772,24.836097153069254,15113.934,42.76004815482913,2003.10.22.12.59.13
-0.0938651123046875,0.07887492234629377,0.535,-0.784,0.12260470090133359,0.9490285484420315,-0.019273427001519766,24.46977800173209,15378.86,43.17474422096729,2003.10.22.13.04.13
-0.09439154052734375,0.07927045359836936,0.43,-0.652,0.12326219102716132,0.9374116750939461,-0.017625124299672168,24.73452357106616,15465.11,43.33032981310404,2003.10.22.13.09.13
-0.09380099487304687,0.07926941582902867,0.432,-0.688,0.12280988121909747,0.8471308628170386,-0.016998219294989795,24.628732549261112,15368.355,43.17990442343482,2003.10.22.13.14.13
-0.09370878295898437,0.08115214187179019,0.598,-0.708,0.12396372910667541,0.9424882629070921,-0.005036901962252819,25.50182537887389,15353.247,43.21327559148257,2003.10.22.13.19.13
-0.09419055175781249,0.08000468808644182,0.515,-0.649,0.12358240229195255,0.8885741358752277,0.004500625930094309,24.9815310882598,15432.18,43.3380612451262,2003.10.22.13.24.13
-0.09457894287109375,0.08071708604408911,0.532,-0.808,0.12433995501874087,1.0245836132592876,-0.004188255086664194,25.243255470077095,15495.813999999998,43.54094612284421,2003.10.22.13.29.13
